*1000Hz	-40.7
	
20.00	1.4
20.55	1.2
21.11	1.1
21.69	0.9
22.29	0.8
22.90	0.7
23.53	0.6
24.18	0.5
24.84	0.5
25.52	0.5
26.22	0.5
26.94	0.5
27.68	0.5
28.44	0.6
29.22	0.6
30.03	0.6
30.85	0.7
31.70	0.7
32.57	0.8
33.46	0.8
34.38	0.9
35.33	0.9
36.30	0.9
37.29	0.9
38.32	0.9
39.37	0.9
40.45	0.9
41.56	0.9
42.70	0.9
43.87	0.9
45.08	0.9
46.32	0.9
47.59	0.9
48.90	0.9
50.24	0.9
51.62	0.9
53.03	1.0
54.49	1.0
55.99	1.0
57.52	1.0
59.10	1.0
60.73	1.0
62.39	1.0
64.11	1.1
65.87	1.1
67.68	1.1
69.54	1.2
71.44	1.2
73.41	1.3
75.42	1.3
77.49	1.4
79.62	1.4
81.81	1.5
84.05	1.5
86.36	1.5
88.73	1.6
91.17	1.6
93.67	1.6
96.25	1.7
98.89	1.8
101.60	1.8
104.39	1.9
107.26	1.9
110.21	2.0
113.23	2.0
116.34	2.0
119.54	2.0
122.82	2.0
126.19	2.0
129.66	2.0
133.22	2.1
136.87	2.1
140.63	2.1
144.50	2.1
148.46	2.1
152.54	2.1
156.73	2.1
161.03	2.1
165.45	2.1
170.00	2.1
174.67	2.2
179.46	2.2
184.39	2.3
189.45	2.5
194.65	2.6
200.00	2.7
205.49	2.8
211.13	2.9
216.93	2.9
222.89	3.0
229.01	3.0
235.30	2.9
241.76	2.8
248.40	2.6
255.22	2.3
262.23	2.0
269.43	1.6
276.83	1.3
284.43	0.9
292.24	0.5
300.26	0.1
308.51	-0.2
316.98	-0.5
325.68	-0.8
334.63	-1.0
343.81	-1.1
353.26	-1.1
362.96	-1.1
372.92	-1.0
383.16	-0.8
393.68	-0.5
404.49	-0.2
415.60	0.2
427.01	0.6
438.74	0.9
450.79	1.2
463.17	1.4
475.88	1.5
488.95	1.6
502.38	1.7
516.17	1.7
530.35	1.8
544.91	2.0
559.87	2.1
575.25	2.3
591.04	2.3
607.27	2.4
623.95	2.4
641.08	2.4
658.68	2.3
676.77	2.2
695.35	2.1
714.45	2.0
734.07	1.8
754.22	1.6
774.94	1.3
796.21	1.1
818.08	0.8
840.54	0.5
863.62	0.3
887.34	0.1
911.70	-0.1
936.74	-0.2
962.46	-0.2
988.89	-0.2
1016.04	0.0
1043.94	0.2
1072.61	0.5
1102.06	0.8
1132.33	1.1
1163.42	1.4
1195.37	1.7
1228.19	1.9
1261.91	2.2
1296.57	2.3
1332.17	2.3
1368.75	2.1
1406.34	1.8
1444.95	1.4
1484.63	1.0
1525.40	0.6
1567.28	0.4
1610.32	0.4
1654.54	0.5
1699.97	0.6
1746.65	0.9
1794.61	1.1
1843.89	1.3
1894.53	1.4
1946.55	1.3
2000.00	1.0
2054.92	0.8
2111.35	0.6
2169.32	0.5
2228.89	0.4
2290.10	0.6
2352.98	0.9
2417.59	1.2
2483.98	1.5
2552.19	1.5
2622.27	1.6
2694.27	1.5
2768.26	1.3
2844.27	1.2
2922.37	1.2
3002.62	1.3
3085.07	1.4
3169.79	1.4
3256.83	1.3
3346.26	1.3
3438.14	1.2
3532.55	1.1
3629.56	0.8
3729.22	0.6
3831.62	0.6
3936.84	0.9
4044.94	1.1
4156.01	0.8
4270.14	0.2
4387.39	-0.4
4507.87	-0.7
4631.65	-0.7
4758.83	-0.6
4889.51	-0.2
5023.77	0.0
5161.72	0.2
5303.46	0.1
5449.09	-0.2
5598.72	-0.4
5752.46	-0.6
5910.42	-0.5
6072.72	-0.1
6239.47	0.2
6410.80	0.4
6586.84	0.4
6767.71	0.5
6953.55	0.7
7144.49	1.2
7340.67	2.0
7542.24	2.6
7749.35	2.9
7962.14	2.7
8180.78	2.4
8405.42	2.2
8636.23	1.9
8873.37	1.3
9117.03	0.9
9367.38	1.5
9624.61	2.4
9888.89	2.6
10160.44	1.9
10439.44	1.0
10726.10	0.3
11020.63	0.3
11323.25	1.2
11634.18	1.7
11953.65	1.8
12281.89	1.7
12619.15	1.6
12965.66	2.5
13321.69	2.9
13687.50	2.2
14063.35	1.5
14449.52	1.5
14846.30	1.8
15253.97	1.7
15672.84	0.9
16103.21	-0.1
16545.39	1.2
16999.72	2.2
17466.52	1.8
17946.14	1.7
18438.94	1.7
18945.26	1.8
19465.49	1.7
20000.00	1.9
